stare	991	3.154	9	7.333
slate	996	3.181	4	7.25
alter	993	3.189	7	7.429
slant	998	3.19	2	7.0
trace	994	3.192	6	7.0
plate	996	3.197	4	7.25
caste	995	3.204	5	7.0
least	995	3.216	5	7.2
leant	993	3.23	7	7.571
react	994	3.23	6	7.0
laden	995	3.231	5	7.6
train	995	3.231	5	7.0
trice	995	3.231	5	7.2
leapt	998	3.231	2	7.0
split	1000	3.231	none
adult	998	3.232	2	7.5
satin	995	3.233	5	7.2
stale	997	3.233	3	7.0
close	998	3.234	2	7.5
trope	993	3.236	7	7.0
crate	995	3.237	5	7.0
plait	995	3.237	5	7.2
spelt	999	3.237	1	7.0
renal	995	3.238	5	7.0
inlet	993	3.24	7	7.0
gloat	993	3.241	7	7.143
pried	994	3.241	6	7.167
shale	994	3.241	6	7.333
steal	998	3.242	2	8.0
scalp	998	3.246	2	7.0
trail	995	3.247	5	7.4
clout	998	3.247	2	7.5
splat	998	3.247	2	7.5
slept	999	3.247	1	7.0
plant	996	3.248	4	7.25
taper	997	3.248	3	7.333
snare	997	3.249	3	7.0
trash	999	3.249	1	7.0
tilde	996	3.25	4	7.5
decal	997	3.25	3	7.333
trial	997	3.25	3	7.0
snort	996	3.251	4	7.25
eclat	997	3.251	3	7.0
alert	993	3.253	7	7.429
print	997	3.253	3	7.0
trade	997	3.253	3	7.333
lapse	997	3.254	3	7.0
snail	991	3.256	9	7.111
strip	997	3.256	3	7.0
spent	998	3.256	2	7.0
petal	999	3.256	1	7.0
saint	997	3.257	3	7.333
panel	992	3.258	8	7.125
pleat	1000	3.258	none
stole	992	3.259	8	7.125
scent	995	3.259	5	7.2
their	987	3.26	13	7.462
scant	989	3.26	11	7.091
later	996	3.26	4	7.25
inert	997	3.26	3	7.0
table	999	3.26	1	8.0
motel	990	3.262	10	7.0
until	992	3.262	8	7.125
grape	994	3.262	6	7.167
plier	995	3.262	5	7.6
plane	996	3.262	4	7.5
scale	997	3.263	3	7.333
tenor	990	3.264	10	7.2
earth	993	3.264	7	7.0
truce	997	3.264	3	7.0
brace	994	3.265	6	7.0
penal	996	3.265	4	7.0
resin	998	3.265	2	7.0
tribe	998	3.265	2	7.5
stern	989	3.266	11	7.364
slain	994	3.266	6	7.0
parse	995	3.268	5	7.2
crone	996	3.268	4	7.0
recap	997	3.268	3	7.0
cadet	996	3.269	4	7.25
crane	994	3.27	6	7.0
dealt	994	3.27	6	7.167
spurt	994	3.27	6	7.667
enact	994	3.271	6	7.0
slice	997	3.271	3	7.0
share	991	3.272	9	7.0
drape	994	3.272	6	7.167
lodge	994	3.272	6	7.167
snipe	993	3.273	7	7.143
clone	994	3.273	6	7.0
smote	996	3.273	4	7.0
pearl	991	3.274	9	7.0
donut	992	3.274	8	7.25
irate	993	3.274	7	7.143
stand	996	3.274	4	7.25
suite	995	3.275	5	7.0
crust	996	3.275	4	7.0
feast	996	3.275	4	7.0
loath	996	3.276	4	7.25
plain	994	3.277	6	7.167
acorn	995	3.277	5	7.4
leach	997	3.277	3	7.0
front	993	3.278	7	7.0
pedal	994	3.278	6	7.0
