rate	2476	4.1884	524	2.4656
sera	2515	4.2026	485	2.4597
port	2562	4.2048	438	2.557
eras	2444	4.2097	556	2.8057
rent	2545	4.2145	455	2.6218
ties	2481	4.2147	519	2.8477
deal	2492	4.2149	508	2.7066
tron	2563	4.2157	437	2.6612
tins	2538	4.2163	462	2.6279
airs	2411	4.2167	589	2.769
seta	2510	4.2188	490	2.3144
sloe	2484	4.2199	516	2.655
ores	2443	4.2199	557	2.4094
alto	2453	4.2202	547	2.4462
leas	2440	4.2202	560	2.7123
rots	2541	4.2204	459	2.6601
rapt	2615	4.2221	385	2.4779
malt	2535	4.2258	465	2.3247
mole	2496	4.226	504	2.6728
slap	2563	4.227	437	2.8375
pens	2525	4.2273	475	2.4483
rute	2434	4.2276	566	2.4241
pats	2550	4.2297	450	2.4778
read	2491	4.2297	509	2.7092
nets	2519	4.2297	481	2.3554
lint	2546	4.2298	454	2.9319
tens	2500	4.2301	500	2.436
pros	2543	4.2307	457	2.5623
tire	2490	4.231	510	2.5315
tern	2551	4.2313	449	2.5881
lips	2506	4.2315	494	2.7146
leap	2524	4.2315	476	2.6134
darn	2553	4.2327	447	2.7336
oral	2450	4.2337	550	2.8183
lens	2503	4.2337	497	2.4086
tear	2454	4.2347	546	2.6173
silt	2560	4.2349	440	2.4523
slip	2545	4.2349	455	2.3054
earl	2496	4.2359	504	2.3015
plot	2611	4.236	389	2.5117
rime	2493	4.2362	507	2.3729
ilea	2380	4.2366	620	2.5353
lops	2530	4.2366	470	2.5575
tale	2522	4.2371	478	2.6759
ream	2468	4.2373	532	2.4287
seat	2446	4.2377	554	2.601
sail	2439	4.2378	561	2.8093
slat	2555	4.2379	445	2.5865
tarp	2582	4.2379	418	2.4785
lept	2607	4.2386	393	2.3334
reap	2500	4.2392	500	2.5499
terp	2606	4.2396	394	2.7435
teal	2507	4.2397	493	2.4849
lean	2480	4.24	520	2.6826
lets	2535	4.2403	465	2.755
lead	2497	4.2407	503	2.696
pelt	2630	4.2412	370	2.3296
ires	2438	4.2414	562	2.8593
tars	2527	4.2417	473	2.78
sort	2536	4.2419	464	2.6877
dean	2489	4.2419	511	2.7125
arts	2478	4.242	522	2.6263
slur	2516	4.242	484	2.5498
tans	2504	4.2427	496	2.9517
tons	2468	4.2428	532	2.8216
past	2589	4.2429	411	2.8005
note	2447	4.2431	553	2.8009
deli	2500	4.2433	500	2.7339
mils	2501	4.2437	499	2.4989
loan	2438	4.2437	562	2.7029
lime	2497	4.2437	503	2.688
ones	2422	4.2444	578	2.5536
rant	2534	4.2445	466	2.7296
noel	2456	4.2447	544	2.8345
ares	2457	4.245	543	2.4584
rule	2467	4.245	533	2.7692
albs	2488	4.2452	512	2.2892
rope	2496	4.2453	504	2.385
sole	2491	4.2455	509	2.6246
tend	2576	4.2455	424	2.6698
pale	2544	4.2457	456	2.5286
rind	2555	4.2458	445	2.5416
hers	2514	4.2459	486	2.5348
slop	2603	4.2462	397	3.1135
beds	2530	4.2469	470	2.3659
role	2442	4.247	558	2.3943
trap	2601	4.2473	399	2.5312
roes	2473	4.2474	527	2.685
redo	2428	4.2479	572	2.6205
plan	2597	4.2481	403	2.7567
dirt	2601	4.2481	399	2.346
blat	2615	4.2484	385	2.5273
slum	2498	4.2489	502	2.7112
pert	2578	4.2494	422	2.2203
ante	2472	4.2494	528	2.4904
seal	2469	4.2494	531	2.4163
rest	2560	4.2495	440	2.6887
lute	2497	4.2495	503	2.5406
pest	2570	4.2495	430	2.7208
real	2482	4.2498	518	2.7799
pate	2482	4.25	518	2.5425
ynal	2545	4.2504	455	2.7604
rats	2493	4.2505	507	2.7476
rote	2463	4.2506	537	2.609
lest	2591	4.2508	409	2.3767
taps	2558	4.2511	442	2.7422
list	2568	4.2516	432	2.9284
lier	2473	4.2516	527	2.5978
tile	2532	4.252	468	2.5918
rode	2445	4.2522	555	2.4883
palm	2567	4.2524	433	2.5842
spar	2573	4.2526	427	2.4426
dose	2464	4.253	536	2.5617
lore	2457	4.2531	543	2.5286
sent	2559	4.2532	441	2.356
pals	2549	4.2532	451	2.6763
earn	2474	4.2535	526	2.4887
mile	2506	4.2536	494	2.8847
lots	2510	4.2536	490	2.5734
true	2483	4.2539	517	2.5706
blot	2567	4.2539	433	2.404
snot	2535	4.2541	465	2.6839
bole	2463	4.2541	537	2.609
slit	2523	4.2542	477	2.8198
dare	2499	4.2545	501	2.4312
newt	2599	4.2549	401	2.7508
yare	2450	4.255	550	2.4783
weld	2600	4.255	400	2.6275
acre	2482	4.2557	518	2.7202
peat	2548	4.2558	452	2.2655
dens	2504	4.256	496	2.6027
lear	2469	4.2561	531	2.7437
liar	2463	4.2563	537	2.6313
lied	2491	4.2568	509	2.5244
meal	2529	4.2572	471	2.7155
pile	2537	4.2574	463	2.6372
peal	2508	4.2574	492	2.6097
molt	2575	4.2576	425	2.3999
dote	2480	4.2576	520	2.5366
nerd	2569	4.2582	431	2.4619
lord	2528	4.2583	472	2.7607
arid	2478	4.2584	522	2.5383
mars	2559	4.2585	441	2.6644
dorm	2539	4.2587	461	2.7809
dial	2477	4.2588	523	2.6576
omen	2489	4.2592	511	2.5889
care	2495	4.2592	505	2.7089
part	2570	4.2593	430	2.4952
item	2548	4.2593	452	2.8143
sale	2458	4.2594	542	2.9115
eros	2452	4.2596	548	2.7446
plod	2623	4.2597	377	2.451
lose	2404	4.2597	596	2.668
heal	2516	4.2599	484	2.6548
dope	2536	4.26	464	2.5885
span	2527	4.2601	473	2.8034
laps	2540	4.2603	460	2.3804
opal	2531	4.2607	469	2.7058
