trace	3975	3.1572	25	1.48
slate	3985	3.1592	15	0.4667
trail	3977	3.1673	23	2.1304
plate	3986	3.1682	14	1.0
leant	3985	3.1694	15	0.9333
crate	3978	3.1722	22	1.6364
stale	3987	3.1767	13	1.7693
least	3982	3.1822	18	1.1667
slept	3992	3.184	8	0.875
petal	3990	3.185	10	1.4
dealt	3981	3.1894	19	0.7368
leapt	3985	3.19	15	2.3333
spelt	3989	3.1909	11	0.6364
lapse	3989	3.1914	11	1.2727
pleat	3996	3.1932	4	4.0
trice	3973	3.1935	27	1.8148
scant	3981	3.1956	19	0.7368
decal	3983	3.1965	17	1.7059
slant	3987	3.198	13	2.1538
panel	3981	3.1984	19	0.7368
react	3979	3.1985	21	1.7143
train	3983	3.2005	17	1.7059
alert	3966	3.2019	34	1.2353
trash	3990	3.2023	10	2.8
split	3992	3.2025	8	1.75
scale	3981	3.2032	19	1.5263
taper	3984	3.2042	16	1.3749
stare	3972	3.2048	28	1.3929
trope	3981	3.2056	19	0.3684
spent	3995	3.2064	5	2.8
place	3974	3.2078	26	0.8461
eclat	3986	3.2087	14	1.6429
caste	3981	3.2096	19	1.9474
slain	3978	3.21	22	1.5909
renal	3974	3.211	26	1.3462
print	3991	3.2117	9	0.7778
scalp	3989	3.2124	11	3.9093
roast	3981	3.2131	19	0.3684
snort	3986	3.2134	14	0.5
crept	3985	3.2135	15	1.8667
tripe	3991	3.2136	9	1.5556
slope	3989	3.2136	11	4.0909
drape	3973	3.2138	27	2.1481
splat	3992	3.214	8	0.875
triad	3980	3.214	20	0.75
cleat	3977	3.2142	23	1.3043
crest	3974	3.2145	26	1.8846
saint	3979	3.2156	21	0.6667
clean	3978	3.2156	22	0.6364
spilt	3985	3.2158	15	2.3333
tried	3975	3.2159	25	1.28
scent	3985	3.216	15	1.4
slice	3986	3.2161	14	3.1427
later	3979	3.2162	21	1.0476
pearl	3971	3.2165	29	1.0
pecan	3981	3.217	19	1.4737
spurt	3986	3.2178	14	2.0
plane	3979	3.219	21	2.0
trial	3979	3.2191	21	2.381
trade	3986	3.2191	14	2.5714
alter	3976	3.2194	24	2.375
heart	3977	3.2198	23	0.3478
sport	3991	3.2207	9	0.7778
cater	3976	3.221	24	2.0417
coral	3979	3.221	21	1.8095
spear	3986	3.2211	14	0.5
paint	3986	3.2211	14	0.5
plant	3990	3.2215	10	1.4
penal	3981	3.2215	19	1.8947
satin	3974	3.2221	26	0.8461
truce	3977	3.2223	23	0.6087
tread	3974	3.2226	26	1.1154
tilde	3983	3.2232	17	1.2941
crane	3978	3.2234	22	1.4091
lance	3983	3.2242	17	1.7647
stein	3975	3.2245	25	1.96
dance	3971	3.2249	29	0.4828
inlet	3972	3.2257	28	0.25
steal	3990	3.2258	10	2.9
clone	3978	3.2258	22	2.0455
droit	3973	3.2261	27	1.4074
snare	3977	3.2271	23	0.9565
parse	3989	3.2274	11	0.8182
clasp	3992	3.2279	8	0.875
tenor	3969	3.2281	31	0.9355
crone	3972	3.2284	28	0.2857
close	3987	3.2287	13	1.0769
motel	3980	3.2289	20	0.7
clout	3985	3.229	15	2.0
spite	3973	3.2291	27	1.3333
pulse	3986	3.2292	14	0.5
stone	3986	3.2304	14	0.5
strip	3993	3.2317	7	1.0
pried	3979	3.2322	21	1.7143
plier	3976	3.2326	24	0.9166
stole	3977	3.233	23	1.913
smart	3984	3.233	16	2.3125
acorn	3979	3.2335	21	1.381
gloat	3977	3.2342	23	0.3043
earth	3978	3.2342	22	1.2727
plait	3986	3.2352	14	1.5
pilot	3990	3.2356	10	2.8
laden	3979	3.2365	21	0.3333
shalt	3990	3.2373	10	2.1
since	3981	3.2373	19	2.2105
chart	3988	3.2377	12	1.25
strap	3991	3.2379	9	0.7778
heist	3977	3.2381	23	0.913
paste	3991	3.2389	9	0.7778
pride	3986	3.2395	14	0.5714
space	3980	3.2397	20	1.4
rinse	3985	3.24	15	0.9333
trend	3985	3.24	15	3.0668
cairn	3976	3.241	24	3.125
drone	3961	3.2412	39	1.6154
bloat	3988	3.2414	12	0.6667
merit	3973	3.2418	27	1.037
learn	3967	3.2419	33	1.2727
scone	3978	3.2419	22	0.6364
metal	3982	3.2419	18	1.1667
crisp	3984	3.2423	16	0.4375
prone	3984	3.2427	16	1.3749
spiel	3989	3.2427	11	1.2727
beast	3986	3.2429	14	1.1429
store	3985	3.2433	15	2.0
chant	3981	3.2436	19	1.1053
share	3974	3.2438	26	0.5385
meant	3984	3.2438	16	2.25
adult	3985	3.2439	15	0.9333
talon	3987	3.2442	13	1.0769
tramp	3984	3.2444	16	2.6876
adept	3982	3.2445	18	1.1667
price	3981	3.2446	19	0.7368
first	3976	3.2446	24	0.875
shale	3986	3.2459	14	1.5714
actor	3974	3.2459	26	1.5385
spout	3983	3.246	17	1.2941
blade	3985	3.2462	15	0.9333
tribe	3986	3.2463	14	4.5
spare	3982	3.2463	18	2.9443
adorn	3969	3.2463	31	1.1935
stern	3971	3.247	29	1.931
front	3981	3.247	19	1.4737
smelt	3985	3.2472	15	1.4
snore	3977	3.2473	23	1.5652
stain	3976	3.2474	24	0.3333
sloth	3994	3.2474	6	2.3333
count	3972	3.2475	28	1.8573
snail	3976	3.2478	24	0.2917
spire	3983	3.2478	17	0.4118
grate	3974	3.248	26	2.0001
salon	3989	3.2485	11	1.2727
curse	3984	3.2489	16	0.4375
snipe	3985	3.2491	15	0.4667
baste	3983	3.2491	17	0.4118
tidal	3982	3.2494	18	0.7778
recut	3983	3.2497	17	1.2353
slime	3979	3.2498	21	0.3333
score	3971	3.2499	29	2.2758
unset	3975	3.2505	25	0.28
stair	3973	3.2507	27	0.2593
their	3970	3.2509	30	0.4667
enact	3971	3.2509	29	1.2414
aisle	3977	3.2509	23	0.913
crust	3988	3.2514	12	0.5833
table	3992	3.2516	8	3.5
smite	3981	3.2519	19	0.7368
bleat	3988	3.2523	12	1.75
pedal	3983	3.2525	17	1.7647
snout	3982	3.2525	18	1.5556
smote	3982	3.2526	18	2.7222
claim	3983	3.2526	17	0.8235
resin	3982	3.2527	18	1.5556
heard	3968	3.2529	32	1.5625
glade	3984	3.2531	16	2.1875
anode	3957	3.2533	43	1.628
louse	3971	3.2533	29	1.2069
stand	3991	3.2534	9	0.7778
realm	3980	3.2534	20	1.05
large	3981	3.2534	19	0.7368
cadet	3978	3.2538	22	2.0455
delta	3976	3.2539	24	0.9166
irate	3973	3.2543	27	0.7778
haste	3979	3.2544	21	1.0476
short	3983	3.2547	17	1.6471
grant	3978	3.2556	22	1.4091
teary	3962	3.2557	38	1.8159
false	3980	3.2561	20	0.7
remit	3978	3.2563	22	0.9545
cried	3967	3.2563	33	0.9394
diner	3968	3.2565	32	1.5625
cable	3983	3.2571	17	0.8235
siren	3966	3.2573	34	1.0294
timer	3976	3.2573	24	0.2917
plaid	3978	3.2574	22	2.6364
carol	3973	3.2577	27	2.4073
risen	3981	3.2582	19	0.3684
recap	3989	3.2584	11	0.6364
brace	3980	3.2587	20	1.2
pesto	3988	3.2589	12	1.1667
plied	3986	3.2589	14	1.0714
polar	3975	3.2591	25	0.56
scorn	3978	3.2591	22	2.409
tonal	3979	3.2592	21	0.3333
spade	3979	3.2593	21	0.3333
great	3969	3.2593	31	2.8386
phase	3987	3.2594	13	1.0769
scare	3978	3.2598	22	0.3182
inert	3981	3.26	19	1.9474
thorn	3979	3.26	21	1.6667
flint	3977	3.2602	23	1.5217
saner	3969	3.2607	31	1.3548
tepid	3985	3.2608	15	1.4
feast	3979	3.2609	21	1.4286
